acquisition_orientation	autocorrelation_model	b0_unwarping_software	coordinate_space	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	length_of_blocks	length_of_runs	length_of_trials	matrix_size	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives	doi	pmid	year	title	source_title
T>C-20.0			mni	37.0	208.0	3.0	52.0	https://github.com/gkaguirrelab/spitschan_2017_PNAS	True		False									both	Sinusoid basis set	Butterworth with 0.01 Hz cut-off	All subjects are scientific investigators with normal color vision, corrected acuity of 20/40 or better as assessed by the Snellen chart at a 20 foot distance.		Freesurfer	nonlinear		Sinusoid basis set with general linear model regression	FSL FEAT and FOBS routines		336.0	14 - 16 (jittered)				Subject specific anatomy	FMRIB Software Library (FSL)		21.0	8.0	12.0	0.0	T1	False		interleaved	Spatial inhomogeneity correction, nonlinear noise reduction, skull stripping, subcortical segmentation, intensity normalization, surface generation, topology correction, surface inflation.		MB=8	1.0	HCP LifeSpan protocol EPI sequence, VD13D	Visual inspection	800.0		Siemens	SIEMENS MAGNETOM Prisma syngo MR D13D	0.0	2.0		5.0	Gaussian smoothing on the cortical surface	MRklar		46.0	33.25	27.0		fsaverage_sym		eventrelated	False	False	True	True	True	True		False	False	True	True	False	10.1073/pnas.1711522114	29087940.0	2017	The Human Visual Cortex Response To Melanopsin-Directed Stimulation Is Accompanied By A Distinct Perceptual Experience	Proceedings Of The National Academy Of Sciences
																																								12.0																																											10.1016/j.nicl.2019.102018	31670069.0	2019	Neural Responses To Monetary Incentives In Bipolar Disorder	NeuroImage: Clinical
																																								24.0																																											10.1016/j.cortex.2021.11.008		2022	Mapping Delusions Of Space Onto A Structural Disconnectome That Decouples Familiarity And Place Networks	Cortex
								http://anima.fz-juelich.de/studies/NicklJockschat_AutismVBM_2012																																1.0																																											10.1002/hbm.21299	21692142.0	2011	Brain Structure Anomalies In Autism Spectrum Disorder-A Meta-Analysis Of VBM Studies Using Anatomic Likelihood Estimation	Human Brain Mapping
								https://github.com/ThomasYeoLab/CBIG/tree/master/stable_projects/disorder_subtypes/Zhang2016_ADFactors																																9.0																																											10.1073/pnas.1611073113	27702899.0	2016	Bayesian Model Reveals Latent Atrophy Factors With Dissociable Cognitive Trajectories In Alzheimer’s Disease	Proceedings Of The National Academy Of Sciences
																																								5.0																																											10.1371/journal.pone.0182182	28820894.0	2017	Short-term Apparent Brain Tissue Changes Are Contributed By Cerebral Blood Flow Alterations	Plos One
axial				3.9	24.0	3.0	15.0				True	Parkinson's disease / Normal control													SPM8	nonlinear							512.0					DARTEL		70.0			T1							0.44	3D fluid-attenuated inversion-recovery fast-spoiled gradient-recalled echo pulse sequence		9.5	1.5	General Electric Healthcare, Milwaukee, WI, USA	Signa		1.3		8.0	Gaussian	VBM8 toolbox		75.0	60.1	45.0				other				True							True		10.1007/s00330-018-5342-1		2018	Extraction Of Large-Scale Structural Covariance Networks From Grey Matter Volume For Parkinsonâs Disease Classification	European Radiology
						3.0		https://www.openfmri.org/dataset/ds000221/			True	age: young, middle, and old 								right			healthy subjects 		Nipype													ANT		176.0															Siemens Scanner									80.0		20.0				other													10.1016/j.neuroimage.2018.10.027		2019	The Age-Dependent Relationship Between Resting Heart Rate Variability And Functional Brain Connectivity	NeuroImage
								https://openneuro.org/datasets/ds001818																																16.0																																											10.1002/hbm.24859	31729115.0	2019	Enhanced Striatal And Prefrontal Activity Is Associated With Individual Differences In Nonreinforced Preference Change For Faces	Human Brain Mapping
																																								7.0																																											10.1038/s41467-019-11764-y	31444333.0	2019	Left Dorsolateral Prefrontal Cortex Supports Context-Dependent Prioritisation Of Off-Task Thought	Nature Communications
			mni	30.0		3.0	80.0		True		False			randommixedeffects		GLM	SPM	False							SPM			GLM	SPM		356.0	2s (choice phase)	96.0				SPM		40.0	11.0	10.0	2.0	T1	True	custom-written code		B0 unwarping, realignment, unwarping, slice time correction, coregistration, normalization, smoothing  			0.54		inspection of images at all stages	2100.0		Philips 	Achieva	0.5	2.8	FieldMap toolbox	8.0		SPM	12	33.0	23.5	18.0				eventrelated	True	False	True	True	True	True		False	True		True	False	10.1038/s41467-017-02750-3	29362449.0	2018	Heuristic And Optimal Policy Computations In The Human Brain During Sequential Decision-Making	Nature Communications
						3.0					True		OLS		variances assumed equal between groups	GLM		False									OLS	GLM												3.0						ascending							2000.0		SIEMENS	Trio						SPM	8							blocked	False				True	True				True		False	10.3758/s13415-017-0544-6	29063521.0	2017	Blunted Amygdala Activity Is Associated With Depression Severity In Treatment-Resistant Depression	Cognitive, Affective, & Behavioral Neuroscience
								http://www.cam-can.org/index.php?content=																																3025.0																																											10.1126/science.1254404		2014	Language In The Aging Brain: The Network Dynamics Of Cognitive Decline And Preservation	Science
																																								10.0																																											10.1016/j.cortex.2019.10.007		2020	Neural Correlates Of Reward-Directed Action And Inhibition Of Action	Cortex
								https://datashare.is.ed.ac.uk/handle/10283/3153			True																													18.0										0.0																																	10.1136/bmjopen-2018-026152	31248918.0	2019	The Use Of Brain Functional Magnetic Resonance Imaging To Determine The Mechanism Of Action Of Gabapentin In Managing Chronic Pelvic Pain In Women: A Pilot Study	BMJ Open
		Top-up (FSL)		1640.0	256.0	3.0	65.0			FSL-BBREGISTER	False		Mixed-effects regression	randommixedeffects		FMRIB’s Local Analysis of Mixed Effects (FLAME1+2)		True	Mixed-effects regression structure	right	 canonical double-gamma hemodynamic response function	FSL	aged 21-65; fluency in English; average clinical pain rating greater than or equal to 3/10 on the 11-point LBP intensity scale for the two weeks prior to enrollment; prior healthcare-seeking behavior 		FreeSurfer	nonlinear	Generalized least-squares	Within-subject general linear model (GLM)	FSL	19.0	1852.0	variable	98.0				FSL-MCFLIRT		45.0	8.0	732.0	4.0	T1			interleaved	Data were corrected for head motion (FSL-MCFLIRT) and B0 inhomogeneities (FSL-TOPUP), skull stripped (FSL-BET), spatially smoothed and temporal high-pass filtered (cutoff = 90ms)			0.0	Gradient echo T2*-weighted pulse sequence with simultaneous multi-slice (SMS) acquisition	Visual inspection; exclude subjects exhibiting TR-to-TR displacement > 2mm	2530.0		Siemens	Trio TIM		1.0		5.0	Gaussian kernel	fMRIB Software Library (FSL)	5.0		40.2						True	False	True	True	True	True	False		False	False	True	True	10.1016/j.pscychresns.2020.111155	32799058.0	2020	Neural Activations During Self-Related Processing In Patients With Chronic Pain And Effects Of A Brief Self-Compassion Training â A Pilot Study	Psychiatry Research: Neuroimaging
																																								15.0																																											10.1073/pnas.2004258117	32601212.0	2020	Proximal Threats Promote Enhanced Acquisition And Persistence Of Reactive Fear-Learning Circuits	Proceedings Of The National Academy Of Sciences
																																								3.0																																											10.1016/j.nicl.2015.04.003	26106536.0	2015	Aberrant Functional Connectivity Within The Basal Ganglia Of Patients With Parkinson's Disease	NeuroImage: Clinical
																																								6.0																																											10.1016/j.neuroimage.2010.11.055		2011	The First Taste Is Always With The Eyes: A Meta-Analysis On The Neural Correlates Of Processing Visual Food Cues	NeuroImage
																																								7.0																																											10.1111/psyp.13445	31376163.0	2019	Ventromedial Prefrontal Cortex Connectivity During And After Psychological Stress In Women	Psychophysiology
																																								6.0																																											10.1002/brb3.789	28948083.0	2017	Predictive Processing Increases Intelligibility Of Acoustically Distorted Speech: Behavioral And Neural Correlates	Brain And Behavior
																																								5.0																																											10.1162/jocn_a_01545		2020	Neurocognitive Underpinnings Of Aggressive Predation In Economic Contests	Journal Of Cognitive Neuroscience
						3.0			True		False									both					FSL	nonlinear														34.0										0.8					Siemens							FSL		82.0	69.45	60.0								True									10.1007/s11682-018-9824-1	29442271.0	2018	Exploring Variability In Basal Ganglia Connectivity With Functional MRI In Healthy Aging	Brain Imaging And Behavior
						3.0								randommixedeffects			SPM																							17.0															Seimens	Trio																											10.1038/srep43316	28256532.0	2017	Insula And Somatosensory Cortical Myelination And Iron Markers Underlie Individual Differences In Empathy	Scientific Reports
																																								12.0																																											10.1111/ejn.14574	31498505.0	2020	Brain Responses And Approach Bias To Social Alcohol Cues And Their Association With Drinking In A Social Setting In Young Adult Males	European Journal Of Neuroscience
																																								15.0																																											10.1016/j.neuropsychologia.2019.05.001	31075284.0	2019	Direct And Reflected Self-Concept Show Increasing Similarity Across Adolescence: A Functional Neuroimaging Study	Neuropsychologia
																																								18.0																																											10.1016/j.neuroimage.2017.02.004	28163141.0	2017	Probabilistic Conversion Of Neurosurgical DBS Electrode Coordinates Into MNI Space	NeuroImage
						1.5					True	young vs older adults											cognitively normal, healthy		SPM12															4.0															Siemens	Magnetom Avanto														eventrelated				True									10.1162/jocn_a_01286	29791298.0	2018	The Influence Of Dopamine On Cognitive Flexibility Is Mediated By Functional Connectivity In Young But Not Older Adults	Journal Of Cognitive Neuroscience
																																								1.0																																											10.1016/j.biopsycho.2016.03.007		2016	Supersize My Brain: A Cross-Sectional Voxel-Based Morphometry Study On The Association Between Self-Reported Dietary Restraint And Regional Grey Matter Volumes	Biological Psychology
																																								1084.0																																											10.1038/s41598-018-32879-0	30297824.0	2018	The Experience Of Vivid Autobiographical Reminiscence Is Supported By Subjective Content Representations In The Precuneus	Scientific Reports
																																								4.0																																											10.1126/scitranslmed.aat9223		2019	Patients With Autism Spectrum Disorders Display Reproducible Functional Connectivity Alterations	Science Translational Medicine
			mni	30.0		3.0	90.0		True		True	ADHD vs. Neurotypical	Mixed Effect	randommixedeffects		GLM	FLAME 1&2	True		both						linear	Fixed effects	GLM												2.0	6.0					interleaved				0.44			2500.0		Siemens	Trio				5.0	Gaussian			35.0	22.32	18.0				eventrelated			True	True	True	True		False		True	True		10.1016/j.cortex.2020.02.009		2020	The Neurobehavioral Mechanisms Of Motivational Control In Attention-Deficit/Hyperactivity Disorder	Cortex
																																								6.0																																											10.1093/cercor/bhz130	31340017.0	2019	Regional Specialization And Coordination Within The Network For Perceiving And Knowing About Others	Cerebral Cortex
								https://doi.org/10.1016/j.nicl.2019.101850																																16.0																																											10.1016/j.nicl.2019.101850	31077983.0	2019	A Comparison Of Resting State Functional Magnetic Resonance Imaging To Invasive Electrocortical Stimulation For Sensorimotor Mapping In Pediatric Patients	NeuroImage: Clinical
								https://ftp.gwdg.de/pub/misc/MPI-Leipzig_Mind-Brain-Body-LEMON/																																19.0																																											10.1016/j.neuroimage.2019.116373		2020	BOLD And EEG Signal Variability At Rest Differently Relate To Aging In The Human Brain	NeuroImage
								https://www.humanconnectome.org/study/hcp-young-adult/document/900-subjects-data-release																																18070.0																																											10.1016/j.neuroimage.2012.02.018	22366334.0	2012	The Human Connectome Project: A Data Acquisition Perspective	NeuroImage
